1030352,New Lynn Night 'n Day @ Gull,"Gull Service station, Petrol station, Convenience store, Snackfoods, Bakery, Groceries, Ice-Cream, Deli, Takeaways, Magazines",http://www.nightnday.co.nz,"Corner Portage Road / 23 Clark Street, New Lynn, Auckland 0600",09 826 4200,Mon-Sun 24 hours,NZ,174.690728,-36.910771,manual,1,2006-08-31T13:53:11Z,2015-07-08T08:30:38Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030394,Swanson Night 'n Day @ Gull,"Petrol station, Diesel, Convenience store, Snackfoods, Groceries, Ice-cream, Fish n Chips",http://www.nightnday.co.nz,"200-210 Swanson Road, Swanson, Auckland 0612",09 836 3247,Mon-Sun 24 hours,NZ,174.615224,-36.865367,manual,1,2006-08-31T13:53:12Z,2015-07-08T08:14:28Z,zenbu_out010,http://www.facebook.com/GullPetroleumNZ,GasStation ConvenienceStore
1030408,Sel Peacock Night 'n Day @ Gull,"Gull Petrol station, Diesel, Convenience store, Snackfoods, Bakery, Groceries, Ice-Cream, Fish & Chips, Deli, Takeaway, Magazines",http://www.nightnday.co.nz,"13 Sel Peacock Drive, Henderson Valley, Auckland 0610",09 838 1583,Mon-Sun 24 hours,NZ,174.630038,-36.874909,manual,1,2006-08-31T13:53:12Z,2015-07-08T09:15:17Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030415,Henderson Night 'n Day @ Gull,"Gull service station, Petrol Station, Diesel, Convenience store, Lotto, Bakery, Groceries, Ice-Cream, Snackfoods, takeaways",http://www.woolworths.co.nz,"Corner Henderson Valley and Forest Hill Roads, Henderson Valley, Auckland 0612",09 838 4291,Mon-Sun 24 hours,NZ,174.619403,-36.894054,manual,1,2006-08-31T13:53:13Z,2015-07-08T08:26:09Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030429,Kingsland Night 'n Day @ Gull,"Gull service station, Petrol, Convenience store, Lotto, Bakery, Groceries, Ice-cream, Deli, Takeaway, Fish & Chips",http://www.nightnday.co.nz,"384-392 New North Road, Kingsland, Auckland 1021",09 845 2952,Mon-Sun 24 hours,NZ,174.748514,-36.870729,manual,1,2006-08-31T13:53:13Z,2015-07-08T10:10:13Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030457,Chapel Night 'n Day @ Gull,"Gull Service station, Petrol station, Diesel, Convenience store, Snackfoods, Bakery, Groceries, Ice-cream, Deli, Fish & Chips, Takeaways, Magazines",http://www.nightnday.co.nz,"199 Chapel Street, Masterton 5810",06 370 1551,Mon-Sun 24 hours,NZ,175.650378,-40.955785,number,1,2006-08-31T13:53:13Z,2015-07-08T09:19:35Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1032053,BP Connect Fendalton,"Service station, Carwash, ATM, Wifi, Trailer Hire, Toilet, Swappa Bottle LPG, AA Smartfuel, BP Autogas (LPG), Wild Bean Cafe, Autogas, BP Ultimate Diesel, Ultimate 98, Unleaded 91",http://www.bp.co.nz,"1 Memorial Ave, Christchurch",03 351 4760,24 hours,NZ,172.589984,-43.518626,number,1,2006-09-01T12:51:29Z,2014-11-25T02:05:21Z,zenbu_out010,https://www.facebook.com/bp,GasStation AutomatedTeller
1032060,BP 2go Oneroa,"Service station, Workshop, Toilet, AA Smartfuel, Diesel, Unleaded 91, Unleaded 95",http://www.bp.co.nz,"2 Tui Street, Oneroa, Waiheke Island",09 372 8876,,NZ,175.010987,-36.783918,number,1,2006-09-01T12:51:30Z,2014-11-24T02:58:58Z,zenbu_out010,https://www.facebook.com/bp,GasStation
1032067,GAS Waiheke (Ostend Motors),"GAS petrol station, Wheel Alignment & Balancing, Puncture Repair, Unleaded 91, Unleaded 95, Diesel, LPG Bottle, BP Fuel Club, Trailer, Workshop",http://www.gasolinealley.co.nz,"2 Albert Crescent, Ostend, Waiheke Island",09 372 8949,Mon-Fri 8am-5pm,NZ,175.045407,-36.799937,number,1,2006-09-01T12:51:30Z,2015-06-08T02:52:30Z,zenbu_out010,https://www.facebook.com/gasolinealleyservices,GasStation AutoRepair
1032081,Westbound Motors,"BP Service station, Workshop, AA Smartfuel, Diesel, Unleaded 91, Unleaded 95",http://www.bp.co.nz,"2 Diana St, Lumsden",03 248 7666,,NZ,168.441518,-45.737813,number,1,2006-09-01T12:51:30Z,2014-11-25T03:40:27Z,zenbu_out010,https://www.facebook.com/bp,GasStation
